Product Name,Price,Ratings,model_name,product_color,product_type,processor_name,processor_brand,ssd_capacity,ram_size,ram_type,graphic_processor,operating_system,screen_resolution,screen_size,Product_Url
"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Gray, 1.38 kg)","₹32,990",4.4,RMNB1001,Real Gray,Thin and Light Laptop,Core i3,Intel,256 GB,8 GB,DDR4,Intel Integrated UHD,Windows 10 Home,2160 x 1440 Pixel,35.56 cm (14 inch),https://www.flipkart.com/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm63278eae4e867?pid=COMG5YDPE6KHFFK6&lid=LSTCOMG5YDPE6KHFFK6TDC2UE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMG5YDPE6KHFFK6.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A  (13.3 inch, Space Grey, 1.29 kg)","₹82,900",4.7,No value available,Space Grey,Thin and Light Laptop,M1,Apple,256 GB,8 GB,DDR4,NA,Mac OS Big Sur,2560 x 1600 Pixel,33.78 cm (13.3 inch),https://www.flipkart.com/apple-2020-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgn63hn-a/p/itmde54f026889ce?pid=COMFXEKMGNHZYFH9&lid=LSTCOMFXEKMGNHZYFH9P56X45&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMFXEKMGNHZYFH9.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"ASUS VivoBook 14 (2021) Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) X415MA-BV011W Thin and Light Laptop  (14 inch, Transparent Silver, 1.60 kg)","₹21,990",4.1,X415MA-BV011W,Transparent Silver,Thin and Light Laptop,Celeron Dual Core,Intel,256 GB,4 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1366 x 768 Pixel,35.56 cm (14 inch),https://www.flipkart.com/asus-vivobook-14-2021-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-x415ma-bv011w-thin-light-laptop/p/itm8f9bebd99f5c0?pid=COMGBH774UHWUFQF&lid=LSTCOMGBH774UHWUFQFHH2XKA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGBH774UHWUFQF.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"ASUS Vivobook 15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) X515EA-EJ701WS Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 Kg, With MS Office)","₹52,990",4.2,X515EA-EJ701WS,Slate Grey,Thin and Light Laptop,Core i7,Intel,512 GB,16 GB,DDR4,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 inch),https://www.flipkart.com/asus-vivobook-15-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-x515ea-ej701ws-thin-light-laptop/p/itmb91512fec2b91?pid=COMGJTC4GY5PV8PD&lid=LSTCOMGJTC4GY5PV8PDYU63VL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_SAxxv1oVWxA%2FdhBl%2BsIi3bXrIARZZYhsyXvh9Zzzys5XcaxZ%2BfOOo3CeP9Y3SCq1iePtTvz37MPhQwIbjG3WDA%3D%3D&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 82K101B6IN|82K101FTIN Gaming Laptop  (39.62 cm, Shadow Black, 2.25 kg)","₹49,990",4.3,15IHU6,Shadow Black,Gaming Laptop,Core i5,Intel,512 GB,8 GB,DDR4,NVIDIA GeForce GTX 1650,Windows 11 Home,1920 x 1080 Pixel,100.63 cm (39.62 cm),https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGFM5BFZHDDB4R.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹51,990",4.3,15s- fr4000TU,Natural Silver,Thin and Light Laptop,Core i5,Intel,512 GB,8 GB,DDR4,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/hp-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fr4000tu-thin-light-laptop/p/itm7fbaaf16c90f1?pid=COMGHN4MYVNWWQHG&lid=LSTCOMGHN4MYVNWWQHGPKYJCD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGHN4MYVNWWQHG.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"Infinix INBook X2 Plus Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL25 Thin and Light Laptop  (15.6 Inch, Blue, 1.58 Kg)","₹38,990",4.3,XL25,Blue,Thin and Light Laptop,Core i5,Intel,512 GB,16 GB,LPDDR4X,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/infinix-inbook-x2-plus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-xl25-thin-light-laptop/p/itm3235b92460ca6?pid=COMGGQE9YZ7PAQ6N&lid=LSTCOMGGQE9YZ7PAQ6NH66AYM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGGQE9YZ7PAQ6N.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Laptop  (11.6 Inch, Black, 1.065 Kg, With MS Office)","₹14,990",4.2,Primebook 4G,Black,Thin and Light Laptop,MediaTek MT8788,MediaTek,No value available,4 GB,LPDDR4,MediaTek Integrated ARM Mali G72,Prime OS,1366 x 768 Pixels,29.46 cm (11.6 Inch),https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&lid=LSTCOMGH2NKYVZCVXAWAYX3II&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_SAxxv1oVWxA%2FdhBl%2BsIi3bXrIARZZYhsyXvh9Zzzys4JIhn20vpOgPG%2FWQJqUwhckUd2eecvjJOVMzTAc387jQ%3D%3D&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"RedmiBook Pro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Thin and Light Laptop  (15.6 inch, Charcoal Gray, 1.8 kg, With MS Office)","₹37,990",4.1,RedmiBook 15 Pro,Charcoal Gray,Thin and Light Laptop,Core i5,Intel,512 GB,8 GB,DDR4,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 inch),https://www.flipkart.com/redmibook-pro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm436427e982703?pid=COMG4Z359A4Z3MFG&lid=LSTCOMG4Z359A4Z3MFGOJQLGB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=FkPickId_6bo%2Fb5g&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMG4Z359A4Z3MFG.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"HP Laptop Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq2717TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹38,990",4.2,15s-fq2717TU,Natural Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/hp-laptop-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq2717tu-thin-light/p/itm2782d44daaebf?pid=COMGHAGNPKH4AR8V&lid=LSTCOMGHAGNPKH4AR8VGHOYNG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGHAGNPKH4AR8V.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"Lenovo IdeaPad Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15ACH6 Gaming Laptop  (15.6 Inch, Black, 2.25 kg kg)","₹48,990",4.3,Gaming 3,Black,Gaming Laptop,Ryzen 5 Hexa Core,AMD,512 GB,8 GB,DDR4,NVIDIA GeForce GTX 1650,Windows 11 Home,1920x1080 Pixels,39.62 cm (15.6 Inch),https://www.flipkart.com/lenovo-ideapad-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15ach6-gaming-laptop/p/itm5b976fec95d0c?pid=COMGN2YDYPFNZPMY&lid=LSTCOMGN2YDYPFNZPMYSRVJIE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGN2YDYPFNZPMY.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"DELL Vostro Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Thin and Light Laptop  (16 inch, Titan Grey, 1.91 kg kg, With MS Office)","₹63,331",4.8,Vostro 5625,Titan Grey,Thin and Light Laptop,Ryzen 5 Hexa Core,AMD,512 GB,8 GB,DDR4,AMD Radeon AMD,Windows 11 Home,1920 x 1080 Pixels,40.64 cm (16 inch),https://www.flipkart.com/dell-vostro-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-5625-thin-light-laptop/p/itmae18608493f8d?pid=COMGH8YQ4URFGG4R&lid=LSTCOMGH8YQ4URFGG4RPBYGBK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=en_SAxxv1oVWxA%2FdhBl%2BsIi3bXrIARZZYhsyXvh9Zzzys6rf26Wcb38O9KAiLf2jdSsbMAhbgeI1Lca9l%2BNLmn3gg%3D%3D&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"MSI Bravo 15 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RX 5500M/144 Hz) Bravo 15 B5DD-410IN Gaming Laptop  (15.6 inch, Black, 2.35 kg kg)","₹49,990",4.4,Bravo 15 B5DD,Black,Gaming Laptop,Ryzen 5 Hexa Core,AMD,512 GB,8 GB,DDR4,AMD Radeon RX 5500M,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 inch),https://www.flipkart.com/msi-bravo-15-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-5500m-144-hz-b5dd-410in-gaming-laptop/p/itm12cedc4da03bc?pid=COMGGHMQVWN6JJGC&lid=LSTCOMGGHMQVWN6JJGCTAUNJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGGHMQVWN6JJGC.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 Kg, With MS Office)","₹33,990",4.2,15ITL05,Platinum Grey,Thin and Light Laptop,Core i3,Intel,256 GB,8 GB,DDR4,Intel Integrated Integrated,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-15itl05-thin-light-laptop/p/itm409e7356d6162?pid=COMGN29YGMXF5DNH&lid=LSTCOMGN29YGMXF5DNHZKTYJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGN29YGMXF5DNH.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS | X515EA-EJ328WS Thin and Light Laptop  (15.6 Inch, Transparent Silver, 1.80 kg, With MS Office)","₹34,990",4.2,X515EA-EJ322WS | X515EA-EJ328WS,Transparent Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 Inch),https://www.flipkart.com/asus-vivobook-15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ej322ws-x515ea-ej328ws-thin-light-laptop/p/itmaafbc240a8774?pid=COMGA5TUCZAV4HGH&lid=LSTCOMGA5TUCZAV4HGHWM8PS0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=BestsellerId_6bo%2Fb5g&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGA5TUCZAV4HGH.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"ASUS Vivobook 14 Touchscreen Intel P-Series Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-MW312WS Thin and Light Laptop  (14 Inch, Icelight Silver, 1.50 kg, With MS Office)","₹45,990",4.2,X1402ZA-MW312WS,Icelight Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1920 x 1080 Pixel,35.56 cm (14 Inch),https://www.flipkart.com/asus-vivobook-14-touchscreen-intel-p-series-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1402za-mw312ws-thin-light-laptop/p/itme1ee0d5379b20?pid=COMGHF6JJ2DGQX6Z&lid=LSTCOMGHF6JJ2DGQX6ZURKAOH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_SAxxv1oVWxA%2FdhBl%2BsIi3bXrIARZZYhsyXvh9Zzzys5fZBIS0ziiZ%2F%2B%2BAM%2FrCbeIxjy%2BahTTPvly8V4%2FKwRQ8g%3D%3D&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"Lenovo Intel Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 81WQ00MQIN|81WQ00NXIN Laptop  (15.6 Inch, Platinum Grey, 1.7 Kg, With MS Office)","₹30,500",4.1,15IGL05,Platinum Grey,Laptop,Celeron Dual Core,Intel,256 GB,8 GB,DDR4,Intel Integrated UHD Graphics 600,Windows 11 Home,1366 x 768 Pixels,39.62 cm (15.6 Inch),https://www.flipkart.com/lenovo-intel-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-81wq00mqin-81wq00nxin-laptop/p/itm2560cd9192f02?pid=COMGDMXVJJB2HGMY&lid=LSTCOMGDMXVJJB2HGMYIKL5R6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGDMXVJJB2HGMY.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)","₹54,990",4.2,15s-fq4021TU,Natural Silver,Thin and Light Laptop,Core i5,Intel,512 GB,8 GB,DDR4,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1080 Pixel,39.62 cm (15.6 inch),https://www.flipkart.com/hp-15s-intel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq5111tu-thin-light-laptop/p/itmbecf654716fd5?pid=COMGG63HGDTFCCGW&lid=LSTCOMGG63HGDTFCCGWLETTA9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGG63HGDTFCCGW.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"MSI Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C11M-031IN Thin and Light Laptop  (14 Inch, Classic Black, 1.4 Kg)","₹33,990",4.7,Modern 14 C11M-031IN,Classic Black,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1920 x 1080 Pixel,35.56 cm (14 Inch),https://www.flipkart.com/msi-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-modern-14-c11m-031in-thin-light-laptop/p/itme0a2ae79e5158?pid=COMGMV6V2AGHSSDM&lid=LSTCOMGMV6V2AGHSSDMORMXTI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=7e0972a5-1c68-4cfa-ae8d-bcc624c40039.COMGMV6V2AGHSSDM.SEARCH&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Laptop  (11.6 Inch, Blue, 1.065 Kg, With MS Office)","₹14,990",4.2,Primebook 4G,Blue,Thin and Light Laptop,MediaTek MT8788,MediaTek,No value available,4 GB,LPDDR4,MediaTek Integrated ARM Mali G72,Prime OS,1366 x 768 Pixels,29.46 cm (11.6 Inch),https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmc0e03bf12ddbc?pid=COMGH2NKH3PBYNPM&lid=LSTCOMGH2NKH3PBYNPMXKYFW7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_SAxxv1oVWxA%2FdhBl%2BsIi3bXrIARZZYhsyXvh9Zzzys6W2qKZhZtSrGDqOCXUSuU97AH%2Bu%2F%2FL2PmpO0s42gPq7A%3D%3D&ppt=None&ppn=None&ssid=bfd0kjh5rk0000001683143232630&qH=c06ea84a1e3dc3c6
"HP 15s Intel Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 kg, With MS Office)","₹43,490",4.2,15s-fq5007TU,Natural Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1920 x 1080 Pixels,39.62 cm (15.6 Inch),https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fq5007tu-thin-light-laptop/p/itm559f5c880dc4a?pid=COMGKW2NSU4SPZSG&lid=LSTCOMGKW2NSU4SPZSGEOIPKZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_n%2FLCcl%2FBtKauCVB3gIWVD%2B%2BbkdfbqVrAUdn2BXKUGGDSBXAKrs2sSa48lgymJ0D6mvYMzDI5G6qwzwkgBnE3ig%3D%3D&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360-bf0121TU Thin and Light Laptop  (13.4 Inch, Natural Silver, 1.32 Kg, With MS Office)","₹83,990",4.7,x360-bf0121TU,Natural Silver,Thin and Light Laptop,Core i5,Intel,512 GB,16 GB,LPDDR4X,Intel Integrated Iris Xe,Windows 11 Home,1920 x 1200 Pixel,34.04 cm (13.4 Inch),https://www.flipkart.com/hp-envy-x360-creator-intel-evo-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-x360-bf0121tu-thin-light-laptop/p/itm4700fb37b6df3?pid=COMGH47NWT4HZFYP&lid=LSTCOMGH47NWT4HZFYPJT5O1U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_n%2FLCcl%2FBtKauCVB3gIWVD%2B%2BbkdfbqVrAUdn2BXKUGGBLelsS2NqXV%2BJRqtlZgLoG%2B1qoeAqhjXdiBk6qgmk8Yw%3D%3D&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Blue, 1.38 kg)","₹32,990",4.4,RMNB1001,Real Blue,Thin and Light Laptop,Core i3,Intel,256 GB,8 GB,DDR4,Intel Integrated UHD,Windows 10 Home,2160 x 1440 Pixel,35.56 cm (14 inch),https://www.flipkart.com/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm7109ffde0b2cc?pid=COMG5YDPYEB7ZAKK&lid=LSTCOMG5YDPYEB7ZAKKVEOVUY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMG5YDPYEB7ZAKK.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"HP 14s Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14s - dy2508TU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)","₹37,490",4.3,14s - dy2508TU,Natural Silver,Thin and Light Laptop,Core i3,Intel,512 GB,8 GB,DDR4,Intel Integrated UHD,Windows 11 Home,1920 x 1080 Pixel,35.56 cm (14 inch),https://www.flipkart.com/hp-14s-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-dy2508tu-thin-light-laptop/p/itm49f4531237a12?pid=COMGGTT4VFWG3FFM&lid=LSTCOMGGTT4VFWG3FFMB7VNLU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMGGTT4VFWG3FFM.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Gray, 1.38 kg)","₹32,990",4.4,RMNB1001,Real Gray,Thin and Light Laptop,Core i3,Intel,256 GB,8 GB,DDR4,Intel Integrated UHD,Windows 10 Home,2160 x 1440 Pixel,35.56 cm (14 inch),https://www.flipkart.com/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm63278eae4e867?pid=COMG5YDPE6KHFFK6&lid=LSTCOMG5YDPE6KHFFK6TDC2UE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMG5YDPE6KHFFK6.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
"APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A  (13.3 inch, Space Grey, 1.29 kg)","₹82,900",4.7,No value available,Space Grey,Thin and Light Laptop,M1,Apple,256 GB,8 GB,DDR4,NA,Mac OS Big Sur,2560 x 1600 Pixel,33.78 cm (13.3 inch),https://www.flipkart.com/apple-2020-macbook-air-m1-8-gb-256-gb-ssd-mac-os-big-sur-mgn63hn-a/p/itmde54f026889ce?pid=COMFXEKMGNHZYFH9&lid=LSTCOMFXEKMGNHZYFH9P56X45&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=ad59c85f-b58f-42dd-8020-6ee7dba8617d.COMFXEKMGNHZYFH9.SEARCH&ppt=None&ppn=None&ssid=fgzps3nzgg0000001683143282355&qH=c06ea84a1e3dc3c6
