Product Name,Price,Ratings,Author,Publishing Date,Publisher,Edition,Number of Pages,Language,Product_Url
"The Holy Quran - English Translation With Original Arabic Text  (Hardcover, Abdullah Yusuf Ali)",₹333,4.5,Abdullah Yusuf Ali,No value available,Madhur Sandesh Sangam,1,740,English,https://www.flipkart.com/holy-quran-english-translation-original-arabic-text/p/itm6ebdb556d81cb?pid=RBKFZ5BPVG4FXZYC&lid=LSTRBKFZ5BPVG4FXZYCVEDBMO&marketplace=FLIPKART&q=books&store=bks&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=en_hqxtXfg3tyhP%2FQEWnlmUQTlIhR%2FpUFTtkidON60EKRb2zlNlF6DVmqZMDksAGev9ZDDFByDrrKcektiMxAkv1w%3D%3D&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"SSC MTS 2023 4800 TCS MCQ Chapter Wise With Detailed Explanation Hindi Medium  (Paperback, Hindi, Pinnacle Publications)",₹360,4.3,Pinnacle Publications,No value available,Pinnacle Publications,2nd,421,Hindi,https://www.flipkart.com/ssc-mts-2023-4800-tcs-mcq-chapter-wise-detailed-explanation-hindi-medium/p/itmffe25972b3b24?pid=RBKGHGU3NRJSRBH8&lid=LSTRBKGHGU3NRJSRBH85VQZ6M&marketplace=FLIPKART&q=books&store=bks&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGHGU3NRJSRBH8.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"SSC CGL 2023: 40 TCS Sets Solved Papers Hindi Medium  (Paperback, Hindi, Pinnacle Publications)",₹350,4.4,Pinnacle Publications,No value available,Pinnacle Publications,1st,381,Hindi,https://www.flipkart.com/ssc-cgl-2023-40-tcs-sets-solved-papers-hindi-medium/p/itm5402e1f1bb94c?pid=RBKGM4MFPGWWSGMG&lid=LSTRBKGM4MFPGWWSGMGD8XQPD&marketplace=FLIPKART&q=books&store=bks&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGM4MFPGWWSGMG.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"CUET UG Entrance Exam Books 2023 - CUET Physics, Chemistry, Maths, English & General Test (PCM+E+GT) Common University Entrance Test - 60 Practice Test Papers (CUET Sample Paper) | Latest Exam Pattern For B.Sc | Set Of 5 Books  (Paperback, Target Publications)",₹558,4.2,Target Publications,No value available,Target Publications Pvt. Ltd.,e1,576,English,https://www.flipkart.com/cuet-ug-entrance-exam-books-2023-physics-chemistry-maths-english-general-test-pcm-e-gt-common-university-60-practice-papers-cuet-sample-paper-latest-pattern-b-sc-set-5/p/itm46697388b9984?pid=RBKGNTYGNGWFJXA8&lid=LSTRBKGNTYGNGWFJXA8TNJPTF&marketplace=FLIPKART&q=books&store=bks&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGNTYGNGWFJXA8.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Current Affairs Last One Year (Jan 2022- Jan 2023) Notes Format + MCQ SSC TCS Pattern Book ( English Medium)  (Paperback, Pinnacle Publications)",₹165,4.3,Pinnacle Publications,No value available,Pinnacle Publications,Jan 2023 edition,146,English,https://www.flipkart.com/current-affairs-last-one-year-jan-2022-jan-2023-notes-format-mcq-ssc-tcs-pattern-book-english-medium/p/itm3b5bbf26f875d?pid=RBKGM2UV2G6PZGM7&lid=LSTRBKGM2UV2G6PZGM7THPDD0&marketplace=FLIPKART&q=books&store=bks&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_hqxtXfg3tyhP%2FQEWnlmUQTlIhR%2FpUFTtkidON60EKRZWSIzsKhms%2BgFm3alcty5nJ7X99e7JpgY6oh7KHnvVzA%3D%3D&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Review Of Pharmacy 11 Editin Book Of Choice For Pharmacist And Other  (Paperback, LEELA PRABHAKAR)",₹639,4.4,LEELA PRABHAKAR,No value available,HEMA PUBLICATIONS,11,720,English,https://www.flipkart.com/review-pharmacy-11-editin-book-choice-pharmacist-other/p/itm008f4ba3edcc8?pid=RBKGBSMYGZECMZNW&lid=LSTRBKGBSMYGZECMZNWI1F7EW&marketplace=FLIPKART&q=books&store=bks&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGBSMYGZECMZNW.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Sawan Present Set Of 5 Story Books | Baby Animals Series | Adventurous Cub, Baby Squirrel, Baby Dinosaur, City Calf & Baby Mouse  (Board Book, Manoj Publications Editorial Board)",₹289,4.4,Manoj Publications Editorial Board,No value available,Manoj Publications,Shashank,40,English,https://www.flipkart.com/sawan-present-set-5-story-books-baby-animals-series-adventurous-cub-squirrel-dinosaur-city-calf-mouse/p/itmbad0049c7ca10?pid=RBKFTC4YEZFGQV4X&lid=LSTRBKFTC4YEZFGQV4XOXKI96&marketplace=FLIPKART&q=books&store=bks&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKFTC4YEZFGQV4X.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Modern Indian History UPSC Civil Services Exam | Modern Indian History Book (English 1st Edition) For State PCS Exams By StudyIQ Publications  (Paperback, StudyIQ Publications)",₹335,4.5,StudyIQ Publications,No value available,StudyIQ Publications,1st,463,English,https://www.flipkart.com/modern-indian-history-upsc-civil-services-exam-book-english-1st-edition-state-pcs-exams-studyiq-publications/p/itm47e1b8473c10a?pid=RBKGKFCVHZE2KMAD&lid=LSTRBKGKFCVHZE2KMADHCMVYT&marketplace=FLIPKART&q=books&store=bks&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGKFCVHZE2KMAD.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Franz Kafka Combo(Metamorphosis+The Trial)  (Paperback, Franz Kafka)",₹301,3.4,Franz Kafka,No value available,General Press,1,304,English,https://www.flipkart.com/franz-kafka-combo-metamorphosis-the-trial/p/itm89e0578757292?pid=RBKG44UBV7ARAJWN&lid=LSTRBKG44UBV7ARAJWNGZOJVM&marketplace=FLIPKART&q=books&store=bks&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_hqxtXfg3tyhP%2FQEWnlmUQTlIhR%2FpUFTtkidON60EKRbvU1ydGlEW8noOM5s5D1i6KQn7hgAy3svySpw0pLSgxA%3D%3D&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"ENGLISHWALE.COM English Speaking Course Book (BBD SPECIAL EDITION)  (Paperback, Hindi, Pooja Rana)",₹189,4.3,Pooja Rana,No value available,ENGLISHWALE.COM,3,450,Hindi,https://www.flipkart.com/englishwale-com-english-speaking-course-book-bbd-special-edition/p/itm487134252726c?pid=RBKGGVW2W3VQGHBV&lid=LSTRBKGGVW2W3VQGHBV1NZF0J&marketplace=FLIPKART&q=books&store=bks&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGGVW2W3VQGHBV.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"SSC CGL 2023: 40 TCS Sets Solved Papers English Medium  (Paperback, Pinnacle Publications)",₹360,4.4,Pinnacle Publications,No value available,Pinnacle Publications,1st,402,English,https://www.flipkart.com/ssc-cgl-2023-40-tcs-sets-solved-papers-english-medium/p/itm4ff81a0e5402c?pid=RBKGM4HQBPZEGJJQ&lid=LSTRBKGM4HQBPZEGJJQBU4VQM&marketplace=FLIPKART&q=books&store=bks&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGM4HQBPZEGJJQ.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Fundamentals Of Geography By Study IQ  (Paperback, StudyIQ Publications)",₹312,4.6,StudyIQ Publications,No value available,StudyIQ Publications,1,252,English,https://www.flipkart.com/fundamentals-geography-study-iq/p/itmcc613c2318c96?pid=RBKGDV2H2EHP6HNJ&lid=LSTRBKGDV2H2EHP6HNJAJVAVV&marketplace=FLIPKART&q=books&store=bks&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGDV2H2EHP6HNJ.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Apke Avchetan Man Ki Shakti : आपके अवचेतन मन की शक्ति (The Power Of Your Subconscious Mind In Hindi) By Dr. Joseph Murphy+Lok Vyavhar - लोक व्यवहार (Hindi Translation Of How To Win Friends & Influence People) By Dale Carnegie  (Paperback, Hindi, Dr. Joseph Murphy+Dale Carnegie)",₹255,4.5,Dr. Joseph Murphy+Dale Carnegie,No value available,Diamond Pocket Books Pvt LTD,1,486,Hindi,https://www.flipkart.com/apke-avchetan-man-ki-shakti-the-power-your-subconscious-mind-hindi-dr-joseph-murphy-lok-vyavhar-hindi-translation-win-friends-influence-people-dale-carnegie/p/itmee88e959fa4f9?pid=RBKG3UY5KGAZ8NBJ&lid=LSTRBKG3UY5KGAZ8NBJ9DD6H7&marketplace=FLIPKART&q=books&store=bks&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=en_hqxtXfg3tyhP%2FQEWnlmUQTlIhR%2FpUFTtkidON60EKRaxumi%2BpWQnvr7lQONaBjFJEd48yHu2oM3oec4g%2B0OGwQ%3D%3D&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Zero To Hero In 60 Days I English Grammar & Practice I English Medium  (Paperback, Pinnacle Publications, Neeru Madam)",₹309,4.3,"Pinnacle Publications, Neeru Madam",No value available,Pinnacle Publications,1st,395,English,https://www.flipkart.com/zero-hero-60-days-english-grammar-practice-medium/p/itm1f35bc662a8f5?pid=RBKGCCRSTRAFMATJ&lid=LSTRBKGCCRSTRAFMATJLWKFLS&marketplace=FLIPKART&q=books&store=bks&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGCCRSTRAFMATJ.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Objective NCERT At Your FINGERTIPS  PHYSICS, CHEMISTRY, BIOLOGY COMBO  (Paperback, MTG Expert)","₹1,724",4.5,MTG Expert,No value available,MTG,2020,3260,English,https://www.flipkart.com/objective-ncert-your-fingertipsphysics-chemistry-biology-combo/p/itme1e4aa74770eb?pid=RBKFU95QHSXNT4SX&lid=LSTRBKFU95QHSXNT4SXHWRLXX&marketplace=FLIPKART&q=books&store=bks&srno=s_1_30&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKFU95QHSXNT4SX.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"SSC CGL 2023: 4000 TCS MCQ Chapter Wise With Detailed Explanation English Medium  (Paperback, Pinnacle Publications)",₹395,4.4,Pinnacle Publications,No value available,Pinnacle Publications,1st,436,English,https://www.flipkart.com/ssc-cgl-2023-4000-tcs-mcq-chapter-wise-detailed-explanation-english-medium/p/itmbfb32deff5d65?pid=RBKGM4KGQYMXGDFZ&lid=LSTRBKGM4KGQYMXGDFZQBJL2Y&marketplace=FLIPKART&q=books&store=bks&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGM4KGQYMXGDFZ.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Think And Grow Rich  (Paperback, Hill Napoleon)",₹139,4.5,Hill Napoleon,No value available,Enzine Press,1,299,English,https://www.flipkart.com/think-grow-rich/p/itmd11cecacf5f47?pid=RBKGC72GYBGYGKKV&lid=LSTRBKGC72GYBGYGKKVKRNHYB&marketplace=FLIPKART&q=books&store=bks&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=en_hqxtXfg3tyhP%2FQEWnlmUQTlIhR%2FpUFTtkidON60EKRb6bWTo44GlKHy%2FV%2Ba%2BC84a5nBz5gvGWlX5N6E16RybDA%3D%3D&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"50+ Bank PO & Clerk 3.0 | 2017-2022 Previous Years' Memory Based Papers Book (Hindi Printed Edition)  (Paperback, Hindi, Adda247 Publications)",₹525,4.1,Adda247 Publications,No value available,Adda247 Publications,3,1148,Hindi,https://www.flipkart.com/50-bank-po-clerk-3-0-2017-2022-previous-years-memory-based-papers-book-hindi-printed-edition/p/itm83e82342c4186?pid=RBKGE9F3PTBGXQBG&lid=LSTRBKGE9F3PTBGXQBGQ0I94N&marketplace=FLIPKART&q=books&store=bks&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGE9F3PTBGXQBG.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Bedtime Story Books For Kids In English | Tiny Tales - Delightful Hobby | Age 4 - 8 Years | Easy To Read Stories With Pictures | Set Of 10 Books  (Paperback, Soumita Sengupta, Zenaida Pereira, Mayoorika Banerjee, Saachi Bindra, Monalisa Mallick, Nidhi Tholia)",₹614,4.5,"Soumita Sengupta, Zenaida Pereira, Mayoorika Banerjee, Saachi Bindra, Monalisa Mallick, Nidhi Tholia",No value available,Woodsnipe Publications,1,280,English,https://www.flipkart.com/bedtime-story-books-kids-english-tiny-tales-delightful-hobby-age-4-8-years-easy-read-stories-pictures-set-10/p/itm419e36a84b5f6?pid=RBKFWBYSWKTXYYAN&lid=LSTRBKFWBYSWKTXYYANTQ6JU8&marketplace=FLIPKART&q=books&store=bks&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKFWBYSWKTXYYAN.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Bengali Version - How To Avoid Loss And Earn Consistently In The Stock Market - Share Bazar E Kibhabe Loksan Bhule Dhonoban Hoben  (Paperback, Bengali, Prasenjit Paul)",₹399,4.2,Prasenjit Paul,No value available,Paul Asset Consultant Private Limited,1st Edition 2022,264,Bengali,https://www.flipkart.com/bengali-version-avoid-loss-earn-consistently-stock-market-share-bazar-e-kibhabe-loksan-bhule-dhonoban-hoben/p/itme66a50969a54e?pid=RBKGBHVKKGRHJGUZ&lid=LSTRBKGBHVKKGRHJGUZDQFFBK&marketplace=FLIPKART&q=books&store=bks&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGBHVKKGRHJGUZ.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"How To Win Friends & Influence People /How To Stop Worrying & Start Living/Develop Self-Confidence, Improve Public Speaking  (Paperback, Dale Carnegie)",₹375,3.4,Dale Carnegie,No value available,Diamond Pocket Books Pvt LTD,1,694,English,https://www.flipkart.com/win-friends-influence-people-how-stop-worrying-start-living-develop-self-confidence-improve-public-speaking/p/itm1d78f36b9ae22?pid=RBKGYJYA2QZ5VBZT&lid=LSTRBKGYJYA2QZ5VBZTHOMRKM&marketplace=FLIPKART&q=books&store=bks&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=en_hqxtXfg3tyhP%2FQEWnlmUQTlIhR%2FpUFTtkidON60EKRZ8XvjpiXkzo9ZpZsfLxmHxV1BpbKyZC%2B9u8lh8hSAhww%3D%3D&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"SSC MTS 2023 48 Sets PYQ: TCS PYQ Solved Papers Hindi Medium  (Paperback, Hindi, Pinnacle Publications)",₹299,4.4,Pinnacle Publications,No value available,Pinnacle Publications,2nd,420,Hindi,https://www.flipkart.com/ssc-mts-2023-48-sets-pyq-tcs-pyq-solved-papers-hindi-medium/p/itmd21516e9a8256?pid=RBKGHJ9PNASDZEZ4&lid=LSTRBKGHJ9PNASDZEZ4IRZHJV&marketplace=FLIPKART&q=books&store=bks&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGHJ9PNASDZEZ4.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"101 Panchatantra English Story For Kids | Moral Story Books | Kids Story Books With Pictures | English Story Books For Children  (Paperback, Target Publications)",₹309,4,Target Publications,No value available,Target Publications Pvt. Ltd.,E1,104,English,https://www.flipkart.com/101-panchatantra-english-story-kids-moral-books-pictures-children/p/itm5b66903075934?pid=RBKGNRPRGYJ6GFPH&lid=LSTRBKGNRPRGYJ6GFPHZCDCD6&marketplace=FLIPKART&q=books&store=bks&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGNRPRGYJ6GFPH.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"35 Years NEET And AIIMS & AIPMT Biology Chapterwise Previous Year Solved Question Paper Book (PSP) | Topicwise 2617 MCQs With Solutions | 1988 To 2022 | Smart Tool To Crack NEET Exam  (Paperback, Target Publications)",₹252,4.5,Target Publications,No value available,Target Publications Pvt. Ltd,1,264,English,https://www.flipkart.com/35-years-neet-aiims-aipmt-biology-chapterwise-previous-year-solved-question-paper-book-psp-topicwise-2617-mcqs-solutions-1988-2022-smart-tool-crack-exam/p/itma2bd078da6bc3?pid=RBKGGWS8ABHFH4HA&lid=LSTRBKGGWS8ABHFH4HAKPXFEB&marketplace=FLIPKART&q=books&store=bks&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=da2ab51b-3d40-4a24-8787-676d3ff7c9cf.RBKGGWS8ABHFH4HA.SEARCH&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Chacha Chaudhary, Billoo, Pinki Comics In Hindi |Set Of 3 Comics|Latest Artwork By Diamond Toons  (Paperback, Hindi, Pran's)",₹211,4.4,Pran's,No value available,Diamond Pocket Books Pvt LTD,1,144,Hindi,https://www.flipkart.com/chacha-chaudhary-billoo-pinki-comics-hindi-set-3-comics-latest-artwork-diamond-toons/p/itm510777a5604e6?pid=RBKG25TGJVVSBBEH&lid=LSTRBKG25TGJVVSBBEH232S5G&marketplace=FLIPKART&q=books&store=bks&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=en_hqxtXfg3tyhP%2FQEWnlmUQTlIhR%2FpUFTtkidON60EKRYyLIE5EnSqECyObyzrRhMxQAuOTuEE%2FIAYh0QV1atmZg%3D%3D&ppt=None&ppn=None&ssid=5hz9f9nig00000001683236095350&qH=7d8949bcbf85067f
"Secondary School Mathematics (Maths) For Class 10  (Paperback, R S AGGARWAL)",₹422,4.3,R S AGGARWAL,No value available,BHARATI BHAWAN PVT LTD,1991,964,English,https://www.flipkart.com/secondary-school-mathematics-maths-class-10/p/itm2ed9fb8997afd?pid=RBKG4RHKFNY29HWH&lid=LSTRBKG4RHKFNY29HWHOITVO0&marketplace=FLIPKART&q=books&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_WMXhQu6aTO%2F%2FsCc3LgcLMoMUE0dFccuUwQVKzXImAk9AbAuGUuZgQPvaEm0myh%2BzCjNjr5My2whWJGVafF09qw%3D%3D&ppt=None&ppn=None&ssid=k64uipb0v40000001683236147162&qH=7d8949bcbf85067f
"60 Maths Mock Test For Cgl And Chsl Mains  (Paperback, Aditya Ranjan)",₹327,4.7,Aditya Ranjan,No value available,RG Publication,1,560,English,https://www.flipkart.com/60-maths-mock-test-cgl-chsl-mains/p/itmd5f63e63d656a?pid=RBKGMC7UHPXAWGZH&lid=LSTRBKGMC7UHPXAWGZHXR3O8Y&marketplace=FLIPKART&q=books&store=bks&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_WMXhQu6aTO%2F%2FsCc3LgcLMoMUE0dFccuUwQVKzXImAk8fVYiqWFOthOiLld9j5STi2Sl7YXpuEXa3svy%2B0THM8g%3D%3D&ppt=None&ppn=None&ssid=k64uipb0v40000001683236147162&qH=7d8949bcbf85067f
"Principles Of Indian Geography (English | 1st Edition) For UPSC CSE Prelims & Mains By Study IQ  (Paperback, StudyIQ Publications)",₹357,4.5,StudyIQ Publications,No value available,StudyIQ Publications,1,342,English,https://www.flipkart.com/principles-indian-geography-english-1st-edition-upsc-cse-prelims-mains-study-iq/p/itmfa44599e125d7?pid=RBKGEMVVYWZ7RYH8&lid=LSTRBKGEMVVYWZ7RYH8VRYVVL&marketplace=FLIPKART&q=books&store=bks&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=ee83c39d-3da9-4f95-acf5-72f8d1c9de22.RBKGEMVVYWZ7RYH8.SEARCH&ppt=None&ppn=None&ssid=k64uipb0v40000001683236147162&qH=7d8949bcbf85067f
"Pinnacle 60 Days English Vocabulary  (Paperback, Pinnacle Publications)",₹290,4.5,Pinnacle Publications,No value available,Pinnacle Publications,1st,415,English,https://www.flipkart.com/pinnacle-60-days-english-vocabulary/p/itm05507bbdb0687?pid=RBKGDWVMZ394ZQE5&lid=LSTRBKGDWVMZ394ZQE5ISVCGS&marketplace=FLIPKART&q=books&store=bks&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=ee83c39d-3da9-4f95-acf5-72f8d1c9de22.RBKGDWVMZ394ZQE5.SEARCH&ppt=None&ppn=None&ssid=k64uipb0v40000001683236147162&qH=7d8949bcbf85067f
"A Handbook Of A.N.M. (HINDI)  (Paper beck, Hindi, Meenakshi Messi)",₹603,4.3,Meenakshi Messi,No value available,Vardhan Publisher & Distributors,2019,865,Hindi,https://www.flipkart.com/handbook-a-n-m-hindi/p/itmd30d2c527b540?pid=RBKFGTD7VSMZQHVJ&lid=LSTRBKFGTD7VSMZQHVJJXXKZ6&marketplace=FLIPKART&q=books&store=bks&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=ee83c39d-3da9-4f95-acf5-72f8d1c9de22.RBKFGTD7VSMZQHVJ.SEARCH&ppt=None&ppn=None&ssid=k64uipb0v40000001683236147162&qH=7d8949bcbf85067f
"44 Years' Chapter Wise And Topic Wise SOLVED PAPERS 2022-1979 IIT JEE (Jee Main & Advanced) Mathematics, Physics And Chemistry (3-Books Set)  (Paperback, ARIHANT EXPEART TEAM)","₹1,079",4.4,ARIHANT EXPEART TEAM,No value available,ARIHANT PRAKASHAN,2023,1500,English,https://www.flipkart.com/44-years-chapter-wise-topic-solved-papers-2022-1979-iit-jee-jee-main-advanced-mathematics-physics-chemistry-3-books-set/p/itmc53c7cbd56c2c?pid=RBKGK5KZT4RYNVEV&lid=LSTRBKGK5KZT4RYNVEV8HVLRU&marketplace=FLIPKART&q=books&store=bks&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=ee83c39d-3da9-4f95-acf5-72f8d1c9de22.RBKGK5KZT4RYNVEV.SEARCH&ppt=None&ppn=None&ssid=k64uipb0v40000001683236147162&qH=7d8949bcbf85067f
"SSC CGL Tier 2 Computer Knowledge Book English Medium  (Paperback, Pinnacle Publications)",₹360,4.5,Pinnacle Publications,No value available,Pinnacle Publications,1st,259,English,https://www.flipkart.com/ssc-cgl-tier-2-computer-knowledge-book-english-medium/p/itm2577f6c6be965?pid=RBKGKH6RPHSSEZD7&lid=LSTRBKGKH6RPHSSEZD7F1OQFA&marketplace=FLIPKART&q=books&store=bks&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=ee83c39d-3da9-4f95-acf5-72f8d1c9de22.RBKGKH6RPHSSEZD7.SEARCH&ppt=None&ppn=None&ssid=k64uipb0v40000001683236147162&qH=7d8949bcbf85067f
"The Power Of Your Subconscious Mind  (Paperback, Joseph Murphy)",₹139,4.5,Joseph Murphy,No value available,Enzine Press,1,312,English,https://www.flipkart.com/power-your-subconscious-mind/p/itm8bac9e6cc6c9f?pid=RBKGC727G8FHFFUW&lid=LSTRBKGC727G8FHFFUWW4OX43&marketplace=FLIPKART&q=books&store=bks&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=en_WMXhQu6aTO%2F%2FsCc3LgcLMoMUE0dFccuUwQVKzXImAk9Q8YAZOmFRdrxhoA5exxWoMvV%2F9nbtbyX5%2BWJ8iEAUKQ%3D%3D&ppt=None&ppn=None&ssid=k64uipb0v40000001683236147162&qH=7d8949bcbf85067f
"Sawan Present Set Of 5 Board Books | Kids Board Book Series | ABC, Vehicals, Fruits, Birds & Flowers  (Board Book, Manoj Publications Editorial Board)",₹275,4.4,Manoj Publications Editorial Board,No value available,Manoj Publications,Shashank,120,English,https://www.flipkart.com/sawan-present-set-5-board-books-kids-book-series-abc-vehicals-fruits-birds-flowers/p/itm7b7e0cfe65ed5?pid=RBKFTC4ZVMCAJG5N&lid=LSTRBKFTC4ZVMCAJG5ND9YQZL&marketplace=FLIPKART&q=books&store=bks&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=ee83c39d-3da9-4f95-acf5-72f8d1c9de22.RBKFTC4ZVMCAJG5N.SEARCH&ppt=None&ppn=None&ssid=k64uipb0v40000001683236147162&qH=7d8949bcbf85067f
"SSC CGL 2023: 40 TCS Sets Solved Papers Hindi Medium  (Paperback, Hindi, Pinnacle Publications)",₹350,4.4,Pinnacle Publications,No value available,Pinnacle Publications,1st,381,Hindi,https://www.flipkart.com/ssc-cgl-2023-40-tcs-sets-solved-papers-hindi-medium/p/itm5402e1f1bb94c?pid=RBKGM4MFPGWWSGMG&lid=LSTRBKGM4MFPGWWSGMGD8XQPD&marketplace=FLIPKART&q=books&store=bks&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=ee83c39d-3da9-4f95-acf5-72f8d1c9de22.RBKGM4MFPGWWSGMG.SEARCH&ppt=None&ppn=None&ssid=k64uipb0v40000001683236147162&qH=7d8949bcbf85067f
"B D CHAURASIA'S HUMAN ANATOMY 9th Ed, 4 Volume Set (PB - 2023)  (Paperback, BD Chaurasia)","₹1,999",4.6,BD Chaurasia,No value available,CBS Publishers,2019,2080,English,https://www.flipkart.com/b-d-chaurasia-s-human-anatomy-9th-ed-4-volume-set-pb-2023/p/itmc72329249603b?pid=RBKFGRX8RGN4GBJ9&lid=LSTRBKFGRX8RGN4GBJ9PQSL4Y&marketplace=FLIPKART&q=books&store=bks&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=ee83c39d-3da9-4f95-acf5-72f8d1c9de22.RBKFGRX8RGN4GBJ9.SEARCH&ppt=None&ppn=None&ssid=k64uipb0v40000001683236147162&qH=7d8949bcbf85067f
